,age,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
1079,50,divorced,secondary,202.0,no,yes,17,nov,148,1,-1,0,no
2286,30,single,secondary,790.0,no,no,20,aug,696,3,-1,0,no
2261,34,single,secondary,0.0,no,no,21,aug,163,2,-1,0,no
1144,48,married,tertiary,998.0,yes,no,29,jan,121,3,-1,0,no
3968,58,married,tertiary,1831.0,no,no,17,nov,1531,1,-1,0,no
2296,32,married,secondary,1905.0,yes,no,16,jul,709,2,-1,0,yes
2841,32,single,tertiary,741.0,yes,no,11,aug,238,1,-1,0,no
3144,31,married,tertiary,459.0,no,no,28,aug,13,14,-1,0,no
1836,31,single,primary,2488.0,yes,no,20,apr,14,1,-1,0,no
1753,56,married,secondary,83.0,no,no,27,aug,26,11,-1,0,no
1101,28,married,tertiary,1480.0,yes,no,18,may,143,1,-1,0,no
1968,52,married,tertiary,0.0,yes,no,9,jul,197,1,-1,0,no
3773,34,married,secondary,47.0,no,no,25,aug,132,6,-1,0,no
3117,30,single,secondary,2145.0,yes,no,18,may,727,2,-1,0,yes
2393,41,married,secondary,2105.0,yes,no,18,nov,134,1,-1,0,no
523,47,married,primary,233.0,no,no,8,aug,293,3,-1,0,no
2280,29,single,secondary,-105.0,yes,no,27,may,5,3,-1,0,no
2692,34,married,tertiary,1310.0,no,no,30,jan,521,3,158,7,no
3962,52,married,primary,1331.0,yes,no,29,jul,213,2,-1,0,no
2885,26,single,secondary,50.0,yes,no,12,aug,153,1,-1,0,no
1428,42,married,secondary,292.0,yes,no,11,may,222,3,-1,0,no
2581,30,single,tertiary,775.0,yes,no,16,jun,124,2,-1,0,no
681,31,married,secondary,251.0,no,yes,29,aug,156,2,-1,0,no
603,32,single,secondary,2881.0,no,no,2,jul,356,1,-1,0,yes
1489,27,single,tertiary,6421.0,no,no,28,jan,147,4,-1,0,no
3899,29,single,tertiary,3357.0,no,no,21,jul,120,3,-1,0,no
4372,30,single,secondary,4787.0,yes,no,18,nov,266,1,167,2,no
3122,57,married,primary,318.0,yes,no,27,may,206,2,-1,0,no
4051,69,married,primary,279.0,no,no,12,aug,26,1,-1,0,no
60,41,married,primary,-516.0,no,yes,8,jul,554,3,-1,0,no
1969,35,married,tertiary,175.0,yes,no,7,aug,257,2,-1,0,no
671,44,married,secondary,310.0,yes,no,6,feb,200,1,253,1,no
92,27,single,secondary,-195.0,yes,no,18,may,391,1,-1,0,yes
666,32,married,tertiary,0.0,no,no,19,nov,66,1,-1,0,no
3751,39,married,secondary,116.0,no,no,24,aug,79,2,94,2,no
1887,33,married,unknown,18347.0,yes,no,23,may,415,1,-1,0,no
3266,45,married,secondary,192.0,yes,no,13,may,154,5,176,1,no
280,59,married,tertiary,593.0,no,no,13,may,64,2,-1,0,no
1719,48,married,secondary,4415.0,yes,no,8,apr,1032,3,141,7,yes
3783,61,married,secondary,76.0,yes,no,15,jul,195,7,-1,0,no
359,26,single,secondary,2572.0,yes,no,5,may,620,1,-1,0,no
899,51,divorced,unknown,10287.0,yes,no,29,may,117,1,-1,0,no
3591,29,married,secondary,0.0,yes,no,28,jul,83,6,-1,0,no
1935,46,married,secondary,757.0,no,no,16,jun,382,3,-1,0,no
4389,34,married,tertiary,436.0,no,yes,28,jul,118,4,-1,0,no
1994,44,married,primary,4758.0,yes,no,22,jul,712,6,-1,0,yes
3841,32,married,secondary,5122.0,no,no,13,aug,31,1,-1,0,no
2895,33,married,secondary,220.0,yes,no,27,may,345,1,-1,0,no
3254,40,married,secondary,1327.0,yes,yes,26,may,76,2,-1,0,no
3734,27,married,secondary,0.0,yes,no,22,jul,1608,13,-1,0,yes
760,59,married,secondary,817.0,no,no,9,apr,304,1,-1,0,no
2158,43,married,tertiary,422.0,no,no,12,aug,110,1,-1,0,no
1906,49,divorced,primary,15.0,yes,no,27,may,550,7,-1,0,no
42,52,married,secondary,1117.0,yes,no,13,may,365,1,-1,0,no
2173,55,married,unknown,1210.0,yes,no,30,may,868,1,-1,0,no
204,29,single,tertiary,455.0,no,no,21,apr,403,1,-1,0,yes
1473,53,married,secondary,70.0,yes,no,5,may,611,2,-1,0,no
2100,35,single,tertiary,633.0,yes,no,17,apr,128,3,-1,0,no
2593,46,single,secondary,295.0,yes,no,23,may,141,6,-1,0,no
68,41,married,secondary,0.0,no,yes,7,jul,630,3,-1,0,no
3793,49,married,primary,249.0,yes,no,21,nov,450,1,-1,0,no
1875,30,single,secondary,180.0,no,no,14,jul,203,1,183,2,no
3579,44,divorced,tertiary,0.0,no,no,10,aug,71,1,-1,0,no
2832,36,married,tertiary,1582.0,no,no,3,feb,26,2,197,1,no
3953,40,married,tertiary,51.0,no,no,19,aug,164,2,-1,0,no
3472,33,married,secondary,1844.0,yes,no,29,may,241,3,-1,0,no
2231,30,single,tertiary,48.0,no,no,21,nov,140,1,-1,0,no
137,34,single,tertiary,0.0,no,no,5,feb,71,1,-1,0,no
2947,40,married,tertiary,1603.0,no,no,17,jun,279,1,-1,0,no
796,38,divorced,secondary,792.0,no,no,6,jun,430,1,-1,0,no
2180,33,married,secondary,11.0,yes,no,4,may,104,3,-1,0,no
2128,38,married,primary,1327.0,yes,no,20,nov,277,1,-1,0,no
3634,54,married,secondary,153.0,yes,yes,26,may,74,1,-1,0,no
3177,32,single,tertiary,11797.0,yes,no,11,aug,95,2,-1,0,no
758,40,married,primary,1136.0,yes,no,21,may,86,1,-1,0,no
541,27,single,unknown,59.0,no,no,15,jul,792,4,-1,0,no
1019,53,married,secondary,665.0,yes,no,22,apr,371,2,-1,0,yes
3802,34,married,tertiary,37.0,no,no,6,feb,45,1,-1,0,no
3031,44,married,tertiary,332.0,yes,no,23,jul,497,5,-1,0,no
3552,58,married,secondary,35.0,no,no,29,jul,336,7,-1,0,no
165,31,single,secondary,2104.0,yes,no,3,jun,455,1,-1,0,no
248,42,married,tertiary,484.0,yes,no,11,jul,144,2,-1,0,no
1331,42,married,secondary,97.0,no,no,10,jul,108,2,-1,0,no
2017,34,single,tertiary,925.0,yes,no,13,apr,709,1,-1,0,yes
446,31,married,secondary,2363.0,yes,no,13,may,247,1,-1,0,no
2482,62,married,secondary,565.0,no,no,4,sep,123,3,-1,0,no
2906,34,single,tertiary,0.0,no,no,21,aug,191,2,-1,0,no
1358,41,married,secondary,0.0,no,no,11,mar,101,1,-1,0,no
2845,44,married,tertiary,1058.0,no,no,11,mar,188,3,-1,0,yes
2145,38,married,primary,-363.0,no,no,12,jun,340,2,-1,0,no
1329,34,single,secondary,852.0,no,no,14,apr,108,2,-1,0,no
2853,33,married,secondary,9305.0,yes,no,17,apr,407,2,-1,0,no
2785,41,married,secondary,902.0,no,no,16,jun,35,6,-1,0,no
763,35,single,secondary,450.0,yes,no,13,may,63,1,-1,0,no
3930,51,divorced,secondary,1679.0,no,no,12,aug,417,1,365,9,yes
3493,36,single,tertiary,-679.0,yes,yes,7,may,172,1,93,1,no
2150,31,married,secondary,388.0,yes,no,5,may,730,2,-1,0,no
434,56,married,tertiary,217.0,no,yes,21,jul,121,2,-1,0,no
2122,48,married,secondary,817.0,no,no,14,jan,517,1,282,4,yes
577,38,married,tertiary,-558.0,yes,no,21,jul,533,1,-1,0,no
2900,32,single,tertiary,697.0,no,no,7,aug,119,1,99,3,no
3975,34,married,secondary,-315.0,yes,no,8,may,56,2,-1,0,no
3278,59,married,primary,0.0,no,no,19,nov,207,2,153,1,no
2966,36,married,tertiary,254.0,no,no,6,jun,161,3,-1,0,no
3374,33,married,secondary,26.0,yes,no,17,apr,342,3,332,1,no
2814,43,married,tertiary,192.0,no,no,5,aug,203,2,-1,0,no
4333,30,single,tertiary,2186.0,yes,no,3,jun,366,1,-1,0,no
2448,25,single,tertiary,5.0,no,no,29,sep,138,1,-1,0,no
1848,38,married,primary,2240.0,yes,no,19,nov,551,1,183,1,no
762,32,single,tertiary,1831.0,yes,no,20,apr,86,2,-1,0,no
3805,36,married,secondary,134.0,no,no,20,may,98,1,-1,0,no
3037,52,married,secondary,11.0,yes,no,13,may,420,1,-1,0,no
388,32,married,secondary,1005.0,no,no,12,may,215,1,-1,0,no
235,48,divorced,secondary,20.0,no,no,27,aug,145,3,-1,0,no
1077,38,married,tertiary,1988.0,no,no,27,mar,164,2,130,2,yes
1984,56,married,primary,551.0,no,no,29,may,27,1,-1,0,no
267,33,married,tertiary,-988.0,yes,yes,15,jul,83,3,-1,0,no
3377,45,married,unknown,2033.0,no,no,30,nov,123,1,186,4,no
770,26,single,secondary,-32.0,yes,yes,31,jul,14,6,-1,0,no
2165,35,married,secondary,1707.0,yes,no,2,jun,426,3,-1,0,no
437,27,single,secondary,619.0,yes,no,20,apr,16,5,322,4,no
673,33,married,tertiary,1808.0,yes,no,4,jun,99,4,-1,0,no
249,43,married,secondary,0.0,no,yes,8,may,9,2,172,5,no
2201,25,single,tertiary,777.0,yes,no,14,may,351,1,-1,0,no
1574,42,divorced,unknown,7702.0,no,no,16,feb,138,2,-1,0,yes
3143,54,married,secondary,-630.0,no,no,23,may,173,1,-1,0,no
2142,31,single,secondary,864.0,yes,no,6,may,100,1,-1,0,no
3419,60,married,secondary,2552.0,no,yes,30,jan,255,2,2,4,no
2081,48,married,unknown,286.0,no,no,30,jul,166,2,-1,0,no
1823,35,divorced,secondary,473.0,yes,yes,26,may,434,4,-1,0,no
487,52,married,primary,779.0,yes,no,16,may,30,3,-1,0,no
880,26,single,secondary,255.0,no,no,30,apr,457,1,80,1,yes
448,47,married,secondary,2.0,no,no,10,jul,89,1,-1,0,no
1469,59,married,secondary,259.0,no,no,15,jun,415,1,89,1,yes
4463,33,single,secondary,920.0,yes,no,21,nov,58,1,122,4,no
716,45,married,secondary,115.0,no,no,11,aug,209,4,-1,0,no
3986,30,single,tertiary,6836.0,no,no,27,feb,30,3,-1,0,no
50,45,divorced,primary,844.0,no,no,5,jun,1018,3,-1,0,yes
2048,54,married,primary,3859.0,no,yes,20,nov,104,3,-1,0,no
1901,30,single,tertiary,34.0,yes,no,6,may,289,1,-1,0,no
4121,34,married,tertiary,-308.0,yes,no,30,apr,140,2,-1,0,no
3149,31,married,secondary,500.0,yes,no,6,jun,19,18,-1,0,no
3156,23,single,secondary,589.0,yes,no,6,may,62,1,-1,0,no
1168,33,married,tertiary,273.0,yes,no,16,may,803,1,-1,0,yes
82,28,single,secondary,177.0,yes,yes,6,may,150,1,-1,0,no
3529,43,single,tertiary,2731.0,no,no,21,nov,11,7,-1,0,no
4022,31,married,secondary,5.0,yes,yes,16,jul,101,7,-1,0,no
2724,48,single,unknown,5095.0,yes,no,16,jun,71,1,-1,0,no
4088,42,married,primary,260.0,yes,no,31,jul,175,2,-1,0,no
3044,53,married,unknown,7.0,no,no,20,nov,68,1,-1,0,no
3094,56,married,secondary,3948.0,no,no,3,apr,484,1,135,3,no
1460,36,married,unknown,756.0,no,no,11,jul,396,3,-1,0,no
2818,57,divorced,secondary,25.0,yes,no,11,may,652,1,370,4,no
1893,35,divorced,secondary,69.0,yes,no,8,may,461,3,-1,0,no
1668,28,married,secondary,655.0,yes,no,4,jun,606,2,-1,0,no
2756,57,married,primary,1592.0,no,yes,20,jun,78,4,-1,0,no
2000,28,married,primary,60.0,yes,no,6,may,161,1,337,1,no
475,57,married,primary,452.0,yes,no,13,may,139,4,-1,0,no
517,36,married,primary,1925.0,yes,no,20,apr,904,2,-1,0,yes
2870,59,married,primary,46.0,no,no,14,aug,78,2,-1,0,no
404,50,married,secondary,887.0,no,no,16,jun,287,1,-1,0,no
384,41,married,primary,8.0,yes,no,15,jul,155,2,-1,0,no
4037,42,divorced,tertiary,0.0,no,no,19,may,131,2,-1,0,no
4095,35,married,secondary,0.0,no,no,14,jul,125,2,-1,0,no
2152,29,single,secondary,0.0,no,no,17,jul,58,1,-1,0,no
1633,59,married,primary,699.0,no,no,28,jan,98,1,154,6,no
4422,37,divorced,primary,260.0,yes,no,17,apr,446,2,-1,0,no
688,80,married,primary,6483.0,no,no,19,oct,123,1,-1,0,no
4052,52,married,primary,20.0,yes,no,28,jan,172,1,-1,0,no
2874,29,single,secondary,555.0,yes,no,15,may,133,4,-1,0,no
1240,27,married,secondary,54.0,yes,no,18,may,97,1,370,1,no
62,48,married,tertiary,5887.0,no,no,13,aug,227,2,-1,0,no
3353,47,divorced,tertiary,94.0,yes,no,31,jul,9,19,-1,0,no
852,36,married,secondary,-148.0,no,no,18,nov,144,2,-1,0,no
4337,73,married,unknown,519.0,no,no,16,oct,434,1,57,1,yes
2224,46,single,tertiary,2154.0,yes,no,21,jul,87,4,-1,0,no
1262,43,married,primary,-98.0,yes,yes,12,may,112,2,330,3,no
223,41,married,primary,204.0,no,no,13,aug,111,7,-1,0,no
2193,39,single,unknown,0.0,yes,no,11,may,62,1,-1,0,no
3136,39,married,primary,20.0,yes,no,7,may,109,1,-1,0,no
373,51,married,secondary,-379.0,yes,no,5,aug,261,1,-1,0,no
1824,37,single,secondary,781.0,no,no,20,aug,75,1,-1,0,no
4165,59,married,tertiary,1881.0,no,no,19,nov,456,2,-1,0,no
3190,39,married,secondary,186.0,yes,no,17,apr,433,1,-1,0,no
4516,33,married,secondary,-333.0,yes,no,30,jul,329,5,-1,0,no
4214,36,single,unknown,386.0,no,no,18,jun,359,2,-1,0,no
3322,30,single,secondary,178.0,yes,no,20,may,747,5,-1,0,no
3313,36,married,primary,179.0,no,no,9,jun,411,1,-1,0,no
797,58,married,secondary,111.0,no,no,24,mar,58,2,-1,0,no
2871,32,married,tertiary,2431.0,yes,no,14,may,646,5,-1,0,yes
9,43,married,primary,-88.0,yes,yes,17,apr,313,1,147,2,no
2497,42,married,primary,505.0,yes,no,14,may,521,2,-1,0,no
1944,48,married,secondary,333.0,yes,no,14,may,24,6,-1,0,no
1838,35,married,secondary,839.0,yes,no,23,may,50,3,-1,0,no
708,41,married,secondary,429.0,yes,no,13,may,244,1,-1,0,no
255,55,married,secondary,989.0,yes,yes,23,may,246,4,-1,0,no
2930,58,married,primary,73.0,no,no,17,jun,116,1,-1,0,no
1617,43,married,tertiary,1188.0,no,no,27,may,140,2,-1,0,no
389,35,married,secondary,109.0,yes,no,6,may,597,3,-1,0,no
4336,40,married,secondary,440.0,yes,no,5,jun,327,2,-1,0,no
3618,45,married,secondary,248.0,no,no,16,jul,212,2,-1,0,no
1581,29,single,tertiary,406.0,yes,no,17,jul,119,1,-1,0,no
2956,35,married,tertiary,552.0,yes,yes,19,nov,314,2,124,1,no
924,45,married,primary,7353.0,no,no,13,aug,536,2,-1,0,no
2799,43,married,tertiary,2886.0,no,no,20,nov,230,1,-1,0,no
3934,40,married,tertiary,8902.0,yes,no,14,,464,5,-1,0,no
2508,42,married,unknown,-7.0,no,no,31,jul,41,6,-1,0,no
3795,39,married,secondary,5731.0,yes,no,20,may,175,2,-1,0,no
2036,45,married,tertiary,-192.0,yes,no,6,may,138,3,-1,0,no
3992,41,married,tertiary,1287.0,no,no,16,jun,286,1,-1,0,no
1224,27,single,secondary,201.0,yes,no,4,jun,172,2,-1,0,no
3216,38,married,secondary,648.0,yes,no,3,jun,179,1,-1,0,no
3006,51,married,unknown,2094.0,no,no,8,jun,458,6,-1,0,yes
2549,34,single,tertiary,184.0,no,no,22,jul,203,4,-1,0,no
1946,42,divorced,secondary,257.0,yes,no,12,may,955,2,-1,0,yes
3775,41,divorced,tertiary,3355.0,no,no,14,oct,181,2,500,1,no
739,46,married,secondary,1034.0,no,no,8,aug,109,2,-1,0,no
40,38,single,tertiary,,yes,no,17,nov,609,2,101,3,no
868,35,married,secondary,141.0,yes,no,19,aug,299,2,-1,0,no
2779,52,married,secondary,-588.0,yes,no,22,jul,81,4,-1,0,no
539,41,married,secondary,920.0,yes,yes,27,may,239,1,-1,0,no
3249,58,married,primary,435.0,yes,no,28,jul,122,6,-1,0,no
3387,52,single,tertiary,1308.0,yes,no,29,may,361,1,-1,0,no
2745,34,married,tertiary,1657.0,yes,no,18,may,566,2,356,4,no
4044,32,married,secondary,2.0,yes,no,15,may,16,9,309,1,no
89,34,married,secondary,,yes,no,20,may,203,2,-1,0,no
2723,34,single,tertiary,9851.0,yes,no,20,nov,128,5,-1,0,no
1371,28,single,secondary,126.0,no,no,3,mar,229,1,-1,0,no
1145,59,married,primary,0.0,yes,no,28,,97,2,-1,0,no
1031,49,single,primary,25824.0,no,no,17,jun,94,1,-1,0,no
372,38,married,secondary,-140.0,no,no,25,jun,456,3,-1,0,no
667,55,married,primary,621.0,no,yes,2,feb,114,1,208,1,no
3479,25,single,tertiary,468.0,yes,no,15,may,147,1,-1,0,no
3019,37,divorced,secondary,2610.0,yes,no,13,may,53,1,-1,0,no
357,27,single,unknown,3196.0,no,no,9,feb,10,2,-1,0,no
967,35,married,secondary,6411.0,yes,yes,30,jan,144,1,266,2,no
2831,38,married,tertiary,1980.0,no,no,5,aug,176,2,-1,0,no
2783,34,single,tertiary,632.0,no,no,22,aug,215,10,-1,0,no
1353,44,married,tertiary,1146.0,no,no,4,jul,178,2,-1,0,no
1035,38,married,secondary,1852.0,yes,no,15,may,298,2,-1,0,no
3018,57,married,secondary,35.0,no,yes,26,jun,215,3,-1,0,no
470,40,married,tertiary,8969.0,yes,no,17,nov,153,1,-1,0,no
2703,21,single,unknown,137.0,yes,no,12,may,198,3,-1,0,no
3330,58,married,secondary,0.0,no,yes,14,apr,101,5,-1,0,no
3957,50,married,tertiary,52.0,no,no,31,jul,22,8,-1,0,no
3637,60,married,secondary,78.0,yes,no,12,may,113,3,-1,0,no
1396,32,married,secondary,687.0,yes,no,9,may,61,1,-1,0,no
3584,46,married,secondary,-1400.0,yes,no,6,may,309,3,355,4,no
4396,41,single,primary,0.0,no,no,8,may,239,1,368,2,no
4231,39,divorced,secondary,687.0,yes,no,9,jul,869,1,-1,0,yes
1549,41,married,secondary,28.0,yes,no,11,may,49,1,-1,0,no
3376,42,single,secondary,382.0,yes,no,13,may,294,1,-1,0,no
1256,55,divorced,secondary,218.0,yes,no,29,may,200,2,-1,0,no
2094,53,married,secondary,100.0,no,no,13,aug,205,4,-1,0,no
3473,40,married,tertiary,89.0,yes,yes,9,feb,148,6,-1,0,no
3512,33,single,tertiary,335.0,no,no,29,aug,130,4,-1,0,no
1555,34,married,tertiary,412.0,yes,yes,8,jul,164,1,-1,0,no
4209,38,married,secondary,0.0,no,yes,16,jul,1473,6,-1,0,no
1250,33,divorced,secondary,1897.0,yes,yes,2,jun,197,1,-1,0,no
1699,49,married,unknown,323.0,yes,no,18,nov,41,2,-1,0,no
1252,38,married,secondary,868.0,no,no,20,nov,452,2,-1,0,no
4350,29,single,secondary,-20.0,no,yes,21,jul,574,1,-1,0,yes
4367,29,single,tertiary,4210.0,yes,no,18,may,119,1,-1,0,no
3284,57,married,secondary,367.0,no,no,16,nov,107,2,-1,0,no
2933,39,married,primary,1601.0,yes,no,23,may,201,2,-1,0,no
79,40,married,secondary,219.0,yes,no,17,nov,204,2,196,1,no
1172,42,married,secondary,230.0,yes,no,5,jun,175,7,-1,0,no
814,47,married,secondary,-75.0,yes,no,4,feb,57,1,247,1,no
1852,50,married,secondary,669.0,yes,no,2,jun,88,1,-1,0,no
2220,33,married,secondary,139.0,yes,yes,18,may,732,2,291,5,yes
2719,32,single,secondary,230.0,yes,no,18,may,442,1,266,8,yes
684,28,single,secondary,168.0,no,no,1,jun,347,3,140,2,yes
4405,51,married,secondary,463.0,yes,no,13,may,213,5,-1,0,no
2105,34,married,secondary,4659.0,yes,no,30,aug,28,1,-1,0,no
133,48,married,unknown,0.0,yes,no,8,may,85,1,168,2,no
1140,36,single,tertiary,3875.0,yes,no,27,may,21,5,-1,0,no
933,38,married,secondary,361.0,yes,no,11,jun,601,1,-1,0,no
928,54,divorced,tertiary,6102.0,yes,yes,21,may,86,6,-1,0,no
823,43,married,tertiary,1429.0,yes,no,19,nov,1015,1,198,2,yes
3480,47,married,secondary,440.0,yes,no,12,jun,91,1,-1,0,no
4112,46,married,primary,96.0,no,no,4,feb,151,2,-1,0,no
1531,46,married,primary,2749.0,yes,no,17,nov,332,1,-1,0,no
1214,40,married,secondary,0.0,no,no,12,jun,543,2,-1,0,no
504,41,married,tertiary,3872.0,no,no,15,oct,231,1,-1,0,no
4496,30,single,secondary,363.0,no,no,28,jul,171,3,-1,0,no
2395,35,single,secondary,35.0,yes,no,14,may,152,1,-1,0,no
1996,58,divorced,tertiary,1573.0,yes,yes,17,nov,279,1,-1,0,no
2434,35,single,secondary,57.0,no,yes,8,jul,632,2,-1,0,no
3072,55,married,tertiary,2366.0,yes,yes,30,jul,94,4,-1,0,no
1958,43,single,secondary,-1164.0,yes,yes,18,jul,76,4,-1,0,no
1384,40,married,primary,-335.0,yes,no,27,may,260,1,-1,0,no
894,37,married,tertiary,0.0,yes,no,17,nov,77,1,-1,0,no
828,47,married,primary,168.0,yes,no,30,jan,66,1,241,1,no
455,42,married,secondary,117.0,yes,no,9,may,147,1,-1,0,no
2523,44,divorced,tertiary,476.0,yes,yes,26,may,127,2,-1,0,no
1683,34,single,primary,0.0,yes,yes,6,may,172,4,-1,0,no
4197,51,married,unknown,1883.0,yes,no,5,may,57,1,-1,0,no
3709,44,married,secondary,6649.0,yes,no,19,nov,354,2,-1,0,no
4181,26,single,secondary,1275.0,yes,no,20,jun,18,9,-1,0,no
4212,38,single,tertiary,14058.0,no,no,17,jul,293,20,-1,0,no
652,50,divorced,tertiary,59.0,yes,no,28,may,67,2,-1,0,no
172,40,single,secondary,462.0,yes,yes,6,apr,272,1,335,4,no
3522,54,married,secondary,89.0,yes,no,10,jul,140,3,-1,0,no
3197,30,single,secondary,25.0,no,no,30,apr,44,1,-1,0,no
38,33,married,secondary,3935.0,yes,no,6,may,765,1,342,2,yes
3602,36,married,secondary,474.0,yes,no,27,may,59,1,-1,0,no
1881,36,married,tertiary,27359.0,yes,no,3,jun,71,2,-1,0,no
713,25,single,secondary,1790.0,no,no,17,apr,224,1,322,3,no
90,39,married,primary,111.0,no,no,18,nov,201,2,-1,0,no
2214,42,divorced,secondary,-280.0,yes,no,26,may,258,1,-1,0,no
1205,39,married,unknown,0.0,no,no,2,feb,731,1,193,3,no
2923,39,married,secondary,260.0,yes,no,17,apr,146,1,281,1,no
2492,50,single,tertiary,567.0,yes,no,16,may,274,8,-1,0,no
1810,28,married,secondary,373.0,yes,no,14,may,10,9,344,1,no
3486,58,married,primary,1987.0,no,no,14,jul,185,4,-1,0,no
3323,59,married,tertiary,0.0,no,no,27,aug,87,4,-1,0,no
3141,32,single,secondary,678.0,yes,no,4,feb,1579,1,246,4,yes
1827,50,married,tertiary,4374.0,yes,no,21,nov,163,2,113,3,no
1155,32,single,tertiary,259.0,no,no,22,jul,407,4,-1,0,no
1324,41,married,tertiary,171.0,yes,no,19,nov,209,1,191,4,no
216,45,married,secondary,1410.0,no,no,11,aug,71,2,-1,0,no
3398,34,married,secondary,550.0,no,yes,9,jul,601,1,-1,0,no
510,38,married,secondary,121.0,yes,yes,6,feb,168,1,212,2,no
1680,32,single,secondary,0.0,no,no,18,aug,594,4,-1,0,yes
499,42,single,tertiary,515.0,yes,no,19,nov,501,2,-1,0,no
4105,39,married,secondary,0.0,no,no,21,nov,108,7,-1,0,no
1856,48,divorced,tertiary,541.0,yes,no,14,may,72,1,363,2,no
1388,51,divorced,secondary,518.0,yes,no,17,nov,76,1,-1,0,no
1519,49,married,secondary,769.0,yes,no,14,may,257,1,-1,0,no
3719,49,single,tertiary,588.0,no,no,28,aug,70,9,-1,0,no
2386,33,married,tertiary,16992.0,yes,no,29,may,58,1,-1,0,no
4317,27,single,secondary,-1.0,no,no,22,jul,60,2,-1,0,no
3236,43,married,primary,2519.0,yes,no,16,apr,257,2,146,9,no
2076,46,married,secondary,1427.0,yes,no,14,may,32,3,-1,0,no
1540,31,divorced,secondary,1210.0,no,no,16,jul,350,1,-1,0,no
1217,44,married,primary,271.0,yes,yes,9,may,94,1,-1,0,no
2681,24,married,secondary,-220.0,yes,no,2,apr,90,1,-1,0,no
2842,48,married,primary,3230.0,yes,no,20,nov,207,3,-1,0,no
2993,29,married,secondary,125.0,yes,no,13,may,50,1,-1,0,no
1416,38,single,secondary,578.0,yes,no,21,may,112,2,-1,0,no
2217,51,married,tertiary,2007.0,no,no,16,jun,1021,1,-1,0,no
1191,30,married,secondary,6.0,yes,no,28,jan,241,3,-1,0,no
1676,40,married,secondary,168.0,yes,no,7,may,249,2,169,1,no
1197,64,married,tertiary,679.0,no,no,22,apr,135,3,-1,0,no
1542,49,married,secondary,273.0,no,no,23,jul,58,1,-1,0,no
3301,60,married,tertiary,4256.0,yes,no,16,aug,239,3,761,1,yes
3324,32,single,tertiary,537.0,no,no,29,may,187,3,-1,0,no
2960,59,married,secondary,681.0,yes,no,14,apr,427,2,-1,0,no
2539,44,divorced,secondary,14.0,no,no,13,nov,167,1,92,1,yes
953,34,single,tertiary,84.0,no,no,5,feb,231,1,-1,0,no
3145,45,divorced,secondary,976.0,yes,no,17,apr,183,1,338,2,no
3080,33,married,secondary,478.0,no,no,30,apr,475,2,-1,0,yes
2635,30,married,secondary,616.0,yes,no,6,may,19,1,-1,0,no
750,57,divorced,primary,1.0,no,no,15,may,17,10,-1,0,no
2705,41,single,secondary,75.0,yes,no,1,jul,479,9,-1,0,yes
3914,30,married,tertiary,569.0,no,no,27,aug,976,12,-1,0,yes
234,30,single,secondary,3096.0,no,no,26,jan,123,1,-1,0,no
732,50,married,tertiary,3463.0,no,yes,28,oct,96,1,-1,0,yes
1238,31,married,primary,2.0,yes,yes,10,jul,112,1,-1,0,no
4306,51,married,secondary,143.0,yes,no,16,may,627,1,-1,0,no
1156,38,married,secondary,284.0,yes,yes,3,jun,1030,6,-1,0,no
633,83,married,secondary,0.0,no,no,18,mar,140,10,-1,0,no
3294,40,married,tertiary,1217.0,yes,yes,18,nov,155,1,-1,0,no
2445,35,married,tertiary,20.0,yes,yes,17,jul,505,3,-1,0,no
2982,38,married,tertiary,1161.0,yes,no,8,may,665,1,-1,0,no
1209,58,single,secondary,1640.0,no,yes,4,feb,72,6,274,4,no
1065,30,married,tertiary,0.0,yes,no,18,,756,1,-1,0,no
3764,31,married,secondary,24.0,yes,no,19,nov,631,1,-1,0,no
2156,29,married,secondary,57.0,yes,no,21,jul,342,9,-1,0,no
1062,50,married,secondary,-568.0,yes,yes,28,may,860,2,-1,0,no
2616,35,married,tertiary,816.0,yes,no,19,nov,547,7,-1,0,no
1167,33,married,secondary,889.0,yes,no,18,sep,13,1,373,6,no
3222,33,single,secondary,5739.0,yes,yes,21,nov,374,1,-1,0,no
3636,36,divorced,tertiary,1057.0,no,no,5,feb,383,2,-1,0,no
3555,44,married,secondary,-674.0,yes,no,5,may,257,1,-1,0,no
1492,34,married,tertiary,5060.0,yes,no,21,aug,12,21,-1,0,no
2938,34,married,secondary,1553.0,no,no,20,aug,200,2,-1,0,no
2995,43,single,secondary,593.0,yes,no,5,may,55,1,-1,0,no
3096,38,married,secondary,994.0,no,no,9,jun,119,1,-1,0,no
4103,46,divorced,tertiary,25.0,no,no,26,may,103,2,-1,0,no
4270,37,divorced,tertiary,896.0,no,yes,14,aug,343,2,-1,0,no
3140,61,married,primary,1060.0,yes,no,13,may,118,1,-1,0,no
143,31,single,tertiary,874.0,yes,no,18,nov,190,2,-1,0,no
3577,32,married,tertiary,0.0,no,no,26,aug,104,9,-1,0,no
2782,41,married,secondary,64.0,yes,yes,8,may,210,2,-1,0,no
717,40,married,tertiary,10786.0,no,no,20,jun,111,3,-1,0,no
1819,33,divorced,secondary,10.0,yes,yes,18,nov,167,5,-1,0,no
2502,32,married,secondary,0.0,no,no,30,jan,119,3,-1,0,no
395,41,married,secondary,288.0,yes,no,15,may,221,4,-1,0,no
