age,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
43,married,secondary,136,no,no,25,aug,363,7,-1,0,yes
32,single,tertiary,28,no,no,8,aug,111,2,-1,0,no
33,single,tertiary,335,no,no,29,aug,130,4,-1,0,no
51,married,unknown,174,no,no,29,jul,308,3,-1,0,no
39,married,secondary,270,yes,no,3,jun,116,1,-1,0,no
44,single,tertiary,1206,no,no,9,jul,160,2,-1,0,no
49,divorced,primary,198,yes,no,13,may,205,3,-1,0,no
25,married,tertiary,914,yes,no,12,may,185,2,-1,0,no
39,married,secondary,31,yes,no,20,nov,61,2,181,4,no
54,married,secondary,0,no,no,14,aug,159,2,106,6,no
32,single,tertiary,347,yes,no,18,may,213,1,264,6,no
36,married,tertiary,860,yes,no,20,may,294,15,-1,0,no
54,married,secondary,89,yes,no,10,jul,140,3,-1,0,no
31,married,secondary,0,yes,yes,28,jan,71,1,223,9,no
45,married,secondary,0,no,yes,8,jul,47,7,-1,0,no
31,single,secondary,68,yes,no,16,apr,570,2,-1,0,no
45,married,secondary,-149,yes,no,14,jul,287,2,-1,0,no
33,divorced,secondary,2411,yes,no,23,oct,130,1,161,1,yes
46,divorced,tertiary,225,yes,no,14,may,201,1,345,1,no
43,single,tertiary,2731,no,no,21,nov,11,7,-1,0,no
50,married,tertiary,112,yes,no,4,nov,70,5,85,5,no
44,divorced,tertiary,0,no,no,22,aug,54,2,-1,0,no
42,married,secondary,3620,yes,no,27,may,22,16,-1,0,no
26,single,secondary,179,no,no,30,jul,103,3,-1,0,no
47,single,secondary,1544,yes,no,6,apr,104,1,312,1,no
48,married,primary,199,no,no,18,aug,29,2,-1,0,no
60,married,unknown,231,yes,no,12,may,57,2,-1,0,no
27,divorced,secondary,76,yes,no,4,jun,236,1,-1,0,no
30,single,tertiary,302,no,no,11,feb,528,3,-1,0,yes
28,single,secondary,189,yes,no,31,jul,68,2,-1,0,no
58,married,primary,565,no,no,7,jul,876,1,-1,0,yes
37,married,tertiary,310,no,no,1,sep,76,1,-1,0,no
36,married,secondary,1746,yes,no,26,may,99,1,-1,0,no
39,married,secondary,6,yes,no,18,may,122,3,357,4,no
52,married,primary,-110,no,yes,29,jan,141,1,-1,0,no
55,married,secondary,2749,yes,yes,29,may,58,2,-1,0,no
30,single,tertiary,6495,no,no,30,mar,78,3,-1,0,no
36,single,secondary,35,yes,no,3,jun,435,3,-1,0,no
39,married,secondary,-650,no,no,15,may,123,2,364,1,no
47,married,primary,292,no,yes,28,jul,210,3,-1,0,no
42,single,primary,5774,yes,no,15,may,54,2,-1,0,no
42,married,secondary,2416,yes,no,20,may,138,4,-1,0,no
58,married,secondary,35,no,no,29,jul,336,7,-1,0,no
68,married,secondary,19317,yes,no,4,aug,249,1,-1,0,yes
43,married,secondary,50,no,no,28,may,63,1,-1,0,no
44,married,secondary,-674,yes,no,5,may,257,1,-1,0,no
49,married,tertiary,3726,no,no,5,aug,875,2,-1,0,yes
57,married,tertiary,1180,yes,yes,14,may,191,2,-1,0,no
61,divorced,tertiary,6610,no,no,24,feb,481,2,-1,0,yes
36,single,secondary,319,yes,no,18,may,120,2,-1,0,no
31,married,secondary,1545,yes,yes,13,may,207,1,-1,0,no
51,married,tertiary,1315,no,no,5,jun,303,2,-1,0,no
31,single,tertiary,424,no,no,21,aug,93,2,-1,0,no
56,married,primary,,no,no,3,feb,128,1,-1,0,no
30,single,tertiary,-970,no,yes,21,aug,194,2,-1,0,no
38,married,secondary,-762,yes,yes,30,may,408,2,-1,0,no
35,married,secondary,181,yes,no,31,jul,5,3,-1,0,no
31,married,unknown,-120,yes,no,17,jul,231,2,-1,0,no
39,divorced,secondary,1022,yes,no,20,jun,20,3,-1,0,no
50,married,tertiary,78,yes,no,14,jan,218,3,161,9,no
39,married,tertiary,209,no,no,23,jul,36,2,-1,0,no
26,married,secondary,2469,no,no,16,jul,136,8,-1,0,no
55,married,secondary,0,no,no,19,nov,336,1,-1,0,no
43,divorced,primary,328,no,yes,8,jul,192,1,-1,0,no
34,married,tertiary,0,no,no,26,may,141,1,188,1,no
51,married,primary,307,yes,yes,17,jun,65,2,-1,0,no
31,married,tertiary,1384,yes,no,30,jan,203,2,2,3,no
32,married,tertiary,0,no,no,26,aug,104,9,-1,0,no
53,married,secondary,719,yes,no,14,may,230,1,-1,0,no
44,divorced,tertiary,0,no,no,10,aug,71,1,-1,0,no
38,married,tertiary,6704,yes,no,21,may,205,2,-1,0,no
47,married,tertiary,4543,yes,no,14,may,162,1,-1,0,no
36,married,tertiary,0,yes,no,27,may,145,2,-1,0,no
30,single,tertiary,149,yes,no,3,jun,220,2,-1,0,no
46,married,secondary,-1400,yes,no,6,may,309,3,355,4,no
33,married,secondary,-118,yes,yes,27,may,421,3,-1,0,no
43,married,secondary,2160,no,no,8,sep,261,1,98,1,yes
38,married,tertiary,3452,no,no,13,aug,132,2,-1,0,no
27,single,secondary,842,no,no,30,jul,273,1,91,1,no
38,married,unknown,3576,no,no,25,nov,349,2,183,1,yes
41,married,tertiary,1666,no,no,9,jun,291,3,-1,0,no
29,married,secondary,0,yes,no,28,jul,83,6,-1,0,no
39,married,secondary,0,yes,no,20,may,793,2,-1,0,no
42,single,primary,1628,yes,no,5,feb,119,1,195,8,no
47,married,secondary,51,yes,yes,16,may,312,1,-1,0,no
30,single,secondary,447,no,no,14,may,103,6,-1,0,no
34,married,secondary,396,yes,no,16,jul,101,3,-1,0,no
45,married,primary,4994,no,no,20,jun,48,1,-1,0,no
43,married,secondary,3215,yes,no,21,jul,228,3,-1,0,no
59,married,primary,2814,no,no,20,jun,81,3,-1,0,no
50,married,secondary,0,no,no,7,jul,152,2,-1,0,no
39,married,secondary,293,yes,no,23,may,160,3,-1,0,no
36,married,secondary,474,yes,no,27,may,59,1,-1,0,no
44,married,secondary,16178,yes,no,21,nov,297,1,-1,0,no
36,married,tertiary,0,no,no,22,aug,147,2,-1,0,no
27,single,tertiary,88,no,no,4,may,143,1,-1,0,no
29,married,secondary,308,yes,no,28,may,75,1,-1,0,no
70,married,secondary,1164,no,no,14,may,338,3,185,2,no
44,married,tertiary,13893,no,no,11,jun,29,2,-1,0,no
55,married,tertiary,0,yes,no,14,may,159,2,-1,0,no
36,divorced,secondary,-435,yes,no,2,jun,85,8,-1,0,no
28,single,secondary,389,yes,no,11,may,15,7,-1,0,no
50,divorced,tertiary,356,no,no,8,may,198,2,358,5,no
49,married,secondary,2718,no,no,19,may,114,2,-1,0,no
71,divorced,tertiary,261,no,no,12,aug,1117,2,-1,0,no
31,single,secondary,757,no,no,3,feb,343,2,-1,0,no
45,single,tertiary,16,no,no,31,jul,59,2,-1,0,no
42,married,secondary,-422,no,no,9,jul,31,1,-1,0,no
45,married,secondary,248,no,no,16,jul,212,2,-1,0,no
47,married,primary,145,yes,no,7,may,157,6,-1,0,no
60,divorced,secondary,598,no,yes,8,jul,96,1,-1,0,no
35,married,tertiary,949,yes,no,27,may,245,2,-1,0,no
31,single,tertiary,614,no,no,11,aug,72,4,-1,0,no
33,married,primary,1209,yes,no,16,apr,700,1,-1,0,no
50,married,tertiary,202,yes,no,15,apr,107,1,148,4,no
51,married,secondary,1840,yes,no,18,aug,312,3,-1,0,no
34,married,secondary,114,yes,yes,4,jun,153,1,309,3,no
56,married,secondary,-229,no,yes,23,jul,55,10,-1,0,no
29,married,secondary,182,yes,no,13,may,38,3,-1,0,no
31,married,secondary,401,no,no,14,aug,96,3,-1,0,no
44,divorced,unknown,759,yes,no,23,may,397,1,-1,0,no
55,married,secondary,4194,no,yes,30,jul,208,3,-1,0,no
35,single,unknown,0,no,no,28,jan,122,3,-1,0,no
36,married,tertiary,629,yes,yes,29,dec,109,1,246,1,no
54,married,secondary,153,yes,yes,26,may,74,1,-1,0,no
32,married,tertiary,553,yes,no,22,jul,72,1,-1,0,no
36,divorced,tertiary,1057,no,no,5,feb,383,2,-1,0,no
60,married,secondary,78,yes,no,12,may,113,3,-1,0,no
32,single,secondary,-28,no,yes,4,jul,400,1,-1,0,no
57,married,tertiary,929,no,no,19,aug,387,8,-1,0,no
34,married,primary,428,yes,no,18,may,59,2,-1,0,no
27,single,secondary,268,yes,no,13,may,528,1,358,2,no
52,single,tertiary,83,no,no,26,aug,1223,6,-1,0,yes
45,divorced,unknown,998,yes,no,30,jul,38,2,-1,0,no
58,single,secondary,2223,no,no,4,dec,1139,2,114,1,no
39,single,primary,6,yes,no,19,nov,286,2,-1,0,no
48,single,secondary,312,yes,yes,3,feb,369,2,-1,0,no
36,single,secondary,0,no,no,13,aug,333,5,-1,0,no
31,single,secondary,691,yes,no,8,may,198,1,-1,0,no
41,married,tertiary,771,yes,no,26,aug,106,8,-1,0,no
30,single,secondary,,no,no,22,jul,423,1,-1,0,no
57,married,tertiary,0,no,no,12,aug,116,4,-1,0,no
29,single,secondary,1070,yes,no,19,may,30,1,357,1,yes
29,divorced,secondary,84,yes,no,13,apr,1101,2,-1,0,yes
30,single,tertiary,2,no,no,16,jun,102,1,85,1,no
44,married,tertiary,1242,yes,no,6,aug,384,6,-1,0,no
33,single,unknown,5969,no,no,4,sep,156,2,127,8,no
56,divorced,secondary,3337,yes,no,17,nov,99,3,-1,0,no
26,single,secondary,1347,no,no,18,jun,280,6,92,5,yes
52,married,secondary,64,no,no,29,aug,20,2,-1,0,no
32,single,secondary,249,yes,no,2,jun,258,1,-1,0,no
36,single,secondary,0,no,no,29,aug,85,6,-1,0,no
26,married,secondary,128,no,no,4,jul,355,1,-1,0,no
37,married,secondary,196,yes,no,5,jun,66,3,-1,0,no
34,married,secondary,351,yes,no,18,jul,467,1,-1,0,no
26,single,secondary,5533,yes,no,7,may,582,2,283,4,no
32,married,secondary,38,yes,no,15,may,744,1,-1,0,yes
30,single,tertiary,35,no,no,30,jul,185,4,-1,0,no
27,single,secondary,235,yes,no,12,may,13,5,-1,0,no
42,single,secondary,30,yes,no,4,feb,98,1,266,3,no
33,single,primary,92,yes,no,9,may,127,1,-1,0,no
37,married,secondary,67,no,no,3,jun,45,2,-1,0,no
45,married,secondary,4022,yes,no,29,jan,244,3,-1,0,no
36,married,tertiary,3057,no,no,16,jun,2769,4,-1,0,yes
39,single,tertiary,0,yes,no,12,may,561,4,369,3,no
33,single,tertiary,349,no,no,22,aug,182,1,-1,0,no
47,married,secondary,2322,no,no,22,aug,618,1,-1,0,no
49,married,secondary,167,yes,yes,6,may,198,3,-1,0,no
46,divorced,secondary,558,no,no,19,aug,126,6,-1,0,no
31,married,secondary,-230,yes,yes,16,jul,715,1,-1,0,no
43,divorced,secondary,4094,yes,no,21,nov,63,1,-1,0,no
30,single,secondary,239,yes,no,21,may,412,1,-1,0,yes
43,divorced,tertiary,497,no,no,13,may,66,1,363,22,no
42,married,secondary,179,yes,no,17,nov,96,1,-1,0,no
30,single,tertiary,305,no,no,30,apr,633,1,85,2,yes
33,single,tertiary,-67,yes,no,5,may,364,1,-1,0,no
41,married,secondary,4539,no,no,30,may,298,3,-1,0,no
29,single,secondary,770,yes,no,17,apr,341,1,-1,0,no
38,married,secondary,-673,yes,no,26,may,364,1,-1,0,no
29,married,tertiary,858,yes,no,12,jun,234,7,330,1,no
80,married,primary,0,no,no,23,feb,639,1,189,1,yes
38,single,tertiary,5244,no,no,8,aug,310,4,-1,0,no
36,divorced,primary,117,yes,no,2,jun,123,4,-1,0,no
38,married,tertiary,846,no,no,2,jun,253,1,-1,0,no
44,married,secondary,0,yes,no,11,jul,96,2,-1,0,no
31,married,tertiary,1331,no,no,30,apr,297,1,86,3,yes
31,single,secondary,31,yes,yes,26,may,501,2,-1,0,no
57,divorced,primary,179,yes,no,15,may,67,1,368,2,no
37,married,primary,543,yes,no,21,may,281,1,-1,0,no
50,married,secondary,253,yes,yes,5,may,475,2,-1,0,no
60,married,primary,71188,no,no,6,oct,205,1,-1,0,no
51,married,tertiary,5108,yes,no,8,oct,272,1,102,8,no
48,married,secondary,1738,yes,no,15,apr,349,1,-1,0,no
42,married,primary,-97,yes,no,3,feb,216,4,271,5,no
36,married,secondary,199,yes,no,9,jul,183,1,-1,0,no
43,married,tertiary,489,yes,no,8,may,130,1,172,2,no
31,married,primary,355,yes,yes,4,jun,61,6,-1,0,no
49,single,secondary,-97,yes,no,6,jun,92,2,-1,0,no
35,divorced,tertiary,473,no,yes,5,aug,37,2,-1,0,no
44,married,secondary,6649,yes,no,19,nov,354,2,-1,0,no
34,married,tertiary,263,no,no,4,may,203,1,78,8,no
46,married,secondary,781,no,no,13,may,152,1,-1,0,no
49,married,primary,1032,yes,no,2,jun,41,5,-1,0,no
32,married,secondary,119,no,no,4,may,20,5,-1,0,no
35,divorced,tertiary,434,yes,no,11,may,277,1,271,2,no
51,married,secondary,2967,no,no,17,jun,83,2,-1,0,no
57,divorced,secondary,-331,yes,no,6,may,531,1,-1,0,no
59,married,tertiary,1585,no,no,28,aug,91,5,-1,0,no
40,divorced,unknown,4384,yes,no,5,may,315,1,-1,0,no
49,single,tertiary,588,no,no,28,aug,70,9,-1,0,no
51,married,secondary,3180,yes,no,9,jul,384,1,-1,0,no
35,married,secondary,0,no,yes,4,jul,105,3,-1,0,no
29,married,secondary,-76,yes,no,27,may,305,2,-1,0,no
32,single,secondary,152,yes,no,25,may,158,2,-1,0,yes
37,divorced,secondary,1040,yes,no,13,may,199,1,173,2,no
49,married,primary,-384,yes,no,27,may,25,1,-1,0,no
45,married,unknown,473,yes,no,27,may,147,1,-1,0,no
34,single,secondary,475,yes,no,29,jul,538,8,-1,0,no
53,married,secondary,0,no,no,22,aug,77,9,-1,0,no
42,married,primary,149,no,no,20,aug,94,2,-1,0,no
43,married,secondary,3285,yes,no,13,may,1721,2,-1,0,yes
52,married,secondary,424,no,no,19,nov,143,1,154,3,no
34,single,secondary,79,no,yes,20,nov,104,1,-1,0,no
34,divorced,tertiary,674,yes,no,7,aug,587,2,-1,0,yes
27,married,secondary,0,yes,no,22,jul,1608,13,-1,0,yes
43,married,tertiary,58,yes,no,9,feb,48,4,-1,0,no
41,married,tertiary,532,yes,no,9,jul,74,1,-1,0,no
72,married,secondary,4130,no,no,12,nov,427,1,-1,0,no
35,married,primary,422,yes,no,14,may,73,1,-1,0,no
41,married,tertiary,437,yes,no,3,jun,14,21,-1,0,no
36,divorced,primary,,yes,no,12,may,725,1,-1,0,yes
51,married,primary,30,yes,no,14,jul,333,2,-1,0,no
37,married,tertiary,137,no,no,13,aug,244,6,-1,0,no
42,single,secondary,-247,yes,yes,21,oct,519,1,166,1,yes
26,single,secondary,321,yes,no,22,jul,242,7,-1,0,no
23,single,secondary,250,yes,no,18,may,222,1,-1,0,no
50,married,tertiary,-470,yes,no,19,nov,130,2,160,1,no
37,married,secondary,140,yes,yes,7,may,490,1,-1,0,no
35,married,tertiary,2793,no,no,20,nov,258,2,-1,0,no
37,married,tertiary,410,no,no,29,jan,337,2,-1,0,no
79,divorced,unknown,2628,no,no,8,jul,220,7,450,2,no
39,married,secondary,116,no,no,24,aug,79,2,94,2,no
47,married,secondary,0,yes,no,9,jul,250,1,-1,0,no
44,married,secondary,878,yes,no,2,jun,130,1,-1,0,no
36,single,tertiary,2944,no,no,18,aug,882,8,-1,0,yes
33,single,secondary,3975,yes,yes,17,apr,515,1,150,1,no
42,married,secondary,96,yes,no,5,may,238,3,340,2,no
35,single,tertiary,2288,no,no,28,may,32,2,-1,0,no
31,married,secondary,472,yes,no,13,may,907,2,-1,0,no
58,married,primary,65,no,no,27,jun,162,1,-1,0,no
46,married,tertiary,0,no,no,7,may,70,2,-1,0,no
41,single,secondary,400,yes,no,4,jun,99,6,-1,0,no
58,married,secondary,7495,yes,no,13,may,325,1,-1,0,no
33,married,secondary,137,no,yes,18,jul,305,12,-1,0,no
31,married,secondary,24,yes,no,19,nov,631,1,-1,0,no
55,divorced,secondary,3450,no,no,10,feb,169,1,183,1,yes
38,single,secondary,311,yes,no,28,may,61,2,-1,0,no
55,married,secondary,139,no,no,22,aug,256,2,-1,0,no
47,single,tertiary,0,no,no,11,jun,58,3,-1,0,no
51,married,primary,492,yes,no,20,may,142,3,-1,0,no
46,single,tertiary,334,yes,no,4,may,36,6,90,2,no
61,married,tertiary,997,no,no,10,mar,106,1,-1,0,yes
47,single,tertiary,440,no,no,21,aug,71,4,-1,0,no
34,married,secondary,47,no,no,25,aug,132,6,-1,0,no
34,married,secondary,1298,yes,no,20,may,120,1,-1,0,no
41,divorced,tertiary,3355,no,no,14,oct,181,2,500,1,no
36,divorced,secondary,-11,no,no,5,jun,152,2,-1,0,no
26,single,secondary,396,yes,no,28,may,302,1,-1,0,no
35,married,tertiary,8,no,no,23,apr,93,3,-1,0,yes
36,married,secondary,1409,no,no,17,jun,235,2,-1,0,no
26,single,tertiary,170,no,no,15,jun,129,1,-1,0,yes
58,married,primary,2769,yes,no,11,jul,94,2,-1,0,no
50,married,secondary,2320,yes,no,7,apr,310,1,-1,0,no
61,married,secondary,76,yes,no,15,jul,195,7,-1,0,no
28,single,secondary,2034,yes,no,21,may,196,1,-1,0,no
49,single,primary,3018,yes,no,15,may,93,1,-1,0,no
74,married,secondary,921,no,no,17,apr,394,2,-1,0,yes
53,married,secondary,483,yes,no,3,feb,288,3,-1,0,no
46,married,secondary,390,yes,no,31,jul,208,2,-1,0,no
47,married,tertiary,0,no,no,27,oct,508,1,-1,0,yes
42,single,primary,92,no,no,30,jul,86,2,-1,0,no
56,married,secondary,22196,yes,no,21,nov,189,1,-1,0,no
42,married,secondary,2,no,no,29,may,249,2,-1,0,no
49,married,primary,249,yes,no,21,nov,450,1,-1,0,no
43,single,unknown,3274,yes,no,22,may,680,1,95,1,no
39,married,secondary,5731,yes,no,20,may,175,2,-1,0,no
66,married,primary,206,no,no,9,feb,479,1,-1,0,yes
30,single,tertiary,2325,no,no,5,apr,270,3,241,4,no
38,single,tertiary,0,no,no,24,jul,164,1,-1,0,no
31,married,secondary,1664,yes,no,20,apr,158,1,182,1,no
32,married,secondary,3333,no,no,8,aug,50,4,-1,0,no
48,married,secondary,7020,no,no,6,aug,80,2,-1,0,no
34,married,tertiary,37,no,no,6,feb,45,1,-1,0,no
28,single,secondary,28,no,no,29,jan,220,2,-1,0,no
40,single,secondary,1670,yes,no,18,jun,161,2,-1,0,no
36,married,secondary,134,no,no,20,may,98,1,-1,0,no
52,married,secondary,603,no,yes,9,jun,79,1,-1,0,no
46,married,primary,276,yes,yes,6,may,157,2,-1,0,no
25,single,secondary,2157,yes,no,21,jul,339,1,-1,0,no
52,married,secondary,161,yes,no,13,may,274,2,-1,0,no
40,married,primary,3658,yes,no,14,may,977,1,-1,0,no
26,divorced,tertiary,-402,no,yes,12,may,127,2,-1,0,no
26,single,primary,3342,yes,no,4,jun,329,4,-1,0,no
35,single,secondary,1732,no,no,21,nov,1441,3,-1,0,no
40,single,secondary,263,yes,no,6,may,231,1,-1,0,no
31,married,tertiary,623,yes,no,13,may,96,2,349,5,no
32,married,secondary,3540,yes,no,18,may,213,1,178,1,no
33,married,secondary,95,yes,no,30,apr,335,1,-1,0,yes
53,divorced,secondary,765,yes,no,14,may,959,3,174,7,yes
46,divorced,secondary,-824,yes,no,7,aug,429,3,-1,0,yes
28,single,tertiary,5549,no,no,28,jul,383,6,-1,0,no
31,married,secondary,191,yes,no,2,jun,40,1,-1,0,no
44,married,primary,420,yes,no,7,may,110,2,-1,0,no
35,married,secondary,0,no,no,7,may,326,1,-1,0,no
50,divorced,unknown,2706,yes,no,28,may,179,3,-1,0,no
32,married,secondary,4,yes,yes,25,aug,132,8,-1,0,no
51,married,secondary,423,yes,yes,16,oct,95,1,-1,0,no
51,married,tertiary,-892,yes,yes,14,aug,248,2,-1,0,no
31,married,unknown,-120,yes,no,3,feb,100,3,201,2,no
41,divorced,secondary,-365,yes,no,28,may,226,10,-1,0,no
57,married,tertiary,27069,no,yes,20,jun,174,3,-1,0,no
34,single,tertiary,8038,yes,no,20,apr,29,3,152,1,no
47,married,secondary,-938,yes,no,28,may,176,2,-1,0,no
47,divorced,secondary,1139,yes,no,11,jul,106,2,-1,0,no
36,married,secondary,189,yes,no,19,nov,136,1,120,1,no
29,single,tertiary,19,no,no,5,feb,110,2,64,2,yes
39,married,secondary,3663,no,no,11,aug,230,3,-1,0,no
53,single,unknown,0,no,no,12,may,140,7,-1,0,no
47,married,secondary,-614,yes,no,26,may,118,2,-1,0,no
51,divorced,secondary,2323,yes,yes,18,aug,151,10,-1,0,no
48,married,secondary,425,yes,no,9,jul,693,2,-1,0,no
32,married,secondary,5122,no,no,13,aug,31,1,-1,0,no
36,divorced,tertiary,608,no,no,26,aug,125,2,-1,0,no
50,married,primary,341,yes,yes,20,apr,670,4,340,2,yes
39,married,secondary,607,yes,no,12,may,454,2,364,3,yes
31,married,secondary,1495,yes,yes,23,may,159,3,-1,0,no
49,married,secondary,381,no,no,5,aug,504,2,-1,0,no
33,divorced,secondary,385,no,no,27,aug,29,28,-1,0,no
26,single,tertiary,1274,yes,no,1,jun,190,1,84,1,no
27,married,secondary,362,yes,no,14,may,332,2,-1,0,no
51,married,primary,377,yes,no,3,,143,4,272,1,no
26,single,secondary,802,no,no,30,jan,77,1,2,2,no
45,married,secondary,194,no,no,31,jul,517,4,-1,0,no
54,married,secondary,-315,no,yes,10,jul,2029,1,-1,0,yes
49,married,tertiary,1843,yes,no,25,may,269,1,-1,0,no
47,married,secondary,-9,no,no,14,aug,457,2,-1,0,no
42,married,primary,83,no,yes,7,aug,184,1,-1,0,no
50,married,tertiary,433,yes,no,18,may,47,4,-1,0,no
37,married,secondary,-107,yes,no,28,may,158,2,-1,0,no
54,married,primary,4503,no,no,21,nov,168,3,-1,0,no
40,married,secondary,51,yes,no,11,may,50,1,-1,0,no
50,married,secondary,961,no,yes,14,aug,757,4,-1,0,no
57,married,secondary,49,yes,yes,25,aug,93,4,-1,0,no
33,married,secondary,3470,no,no,11,aug,285,2,-1,0,no
49,married,secondary,-147,yes,no,20,apr,390,1,-1,0,no
35,married,secondary,0,yes,no,18,may,146,2,-1,0,no
28,single,secondary,0,yes,no,28,may,386,1,-1,0,no
58,married,tertiary,172,no,no,19,aug,145,7,-1,0,no
31,single,secondary,-407,no,yes,7,jul,230,1,-1,0,no
36,divorced,tertiary,649,no,no,16,jul,237,2,91,1,no
49,single,primary,1040,no,no,8,jul,474,2,-1,0,no
30,married,secondary,142,yes,no,20,may,350,4,-1,0,no
29,single,secondary,209,yes,no,28,jul,487,7,-1,0,no
50,married,unknown,3304,no,no,5,jun,1009,2,-1,0,no
26,single,tertiary,294,no,no,5,mar,87,1,91,2,yes
27,married,secondary,4848,yes,yes,23,jul,82,3,-1,0,no
32,single,secondary,1670,yes,no,18,may,183,1,-1,0,no
62,married,secondary,367,no,no,2,mar,139,5,-1,0,no
34,single,secondary,13683,yes,no,3,jun,115,3,-1,0,no
25,single,tertiary,1420,no,no,8,apr,124,2,-1,0,no
34,single,tertiary,340,yes,no,3,jun,633,28,-1,0,no
44,single,secondary,1679,no,no,20,oct,718,1,-1,0,yes
38,married,tertiary,1198,yes,no,2,feb,63,1,-1,0,no
57,married,secondary,169,no,no,14,aug,180,1,106,2,no
36,married,tertiary,506,no,no,25,aug,47,1,120,1,no
41,married,secondary,1249,yes,no,9,jul,391,1,-1,0,no
36,single,tertiary,678,no,yes,4,,85,3,-1,0,no
27,single,tertiary,212,yes,no,15,may,373,1,-1,0,no
37,divorced,secondary,23,no,no,20,aug,289,2,-1,0,no
47,single,tertiary,4402,no,no,10,dec,805,1,190,1,yes
31,divorced,primary,459,yes,no,7,may,623,1,293,1,yes
39,married,secondary,4722,yes,no,17,jun,483,1,-1,0,no
35,divorced,tertiary,1555,yes,no,9,may,26,2,-1,0,no
40,married,secondary,61,yes,no,7,may,112,3,-1,0,no
38,single,tertiary,0,yes,no,17,nov,213,2,-1,0,no
31,married,secondary,3706,yes,no,20,nov,129,1,-1,0,no
36,married,primary,1177,no,no,15,apr,330,1,311,4,yes
53,married,primary,2096,no,no,9,jun,104,1,-1,0,no
59,married,primary,748,no,no,29,may,184,1,-1,0,no
29,single,tertiary,3357,no,no,21,jul,120,3,-1,0,no
30,single,secondary,3809,yes,no,3,jun,159,4,-1,0,no
52,married,secondary,395,yes,no,15,may,391,3,-1,0,no
55,married,secondary,1011,yes,no,12,aug,112,2,-1,0,no
56,married,primary,420,yes,no,9,may,76,1,-1,0,no
32,married,secondary,76,yes,no,21,may,189,2,-1,0,no
24,married,secondary,0,no,no,28,may,94,1,-1,0,no
51,married,primary,844,yes,no,29,may,184,3,-1,0,no
36,married,tertiary,1318,yes,no,7,aug,100,2,-1,0,no
36,married,tertiary,167,yes,no,28,jan,57,1,-1,0,no
42,married,tertiary,2187,yes,no,17,nov,525,3,-1,0,yes
49,married,secondary,14440,yes,no,21,nov,60,1,-1,0,no
48,married,secondary,2294,yes,no,26,may,251,11,-1,0,no
36,married,secondary,80,yes,no,30,may,251,3,-1,0,no
48,married,primary,2537,no,no,26,aug,219,6,-1,0,no
30,married,tertiary,569,no,no,27,aug,976,12,-1,0,yes
27,single,tertiary,0,no,yes,8,jul,46,1,-1,0,no
38,married,tertiary,0,yes,no,18,nov,185,3,-1,0,no
36,single,secondary,12,no,no,12,aug,587,2,-1,0,yes
45,married,secondary,49,no,no,29,jul,65,2,-1,0,no
44,married,tertiary,460,no,no,17,jun,491,1,-1,0,no
42,married,secondary,613,yes,no,11,may,432,2,-1,0,no
37,married,tertiary,7944,no,no,21,nov,102,1,-1,0,no
48,married,secondary,1143,yes,no,17,apr,264,1,317,1,no
57,married,primary,-464,yes,no,4,feb,75,1,190,6,no
44,married,secondary,1989,yes,yes,20,apr,106,2,-1,0,no
48,married,secondary,17,yes,yes,17,nov,81,1,-1,0,no
56,married,primary,-1,no,no,27,aug,89,23,-1,0,no
37,married,tertiary,1698,yes,no,6,jun,95,2,-1,0,no
47,married,secondary,5306,yes,no,15,may,322,1,-1,0,no
54,married,unknown,0,no,no,14,apr,94,5,145,3,no
51,divorced,secondary,1679,no,no,12,aug,417,1,365,9,yes
47,married,secondary,3676,no,no,18,oct,567,1,95,3,yes
25,married,tertiary,-242,yes,yes,18,may,600,4,332,4,yes
39,single,secondary,471,no,no,15,oct,5,1,-1,0,no
40,married,tertiary,8902,yes,no,14,,464,5,-1,0,no
38,single,tertiary,1704,no,no,1,sep,222,1,-1,0,no
34,married,tertiary,3050,yes,no,13,may,469,1,-1,0,yes
53,married,primary,2581,no,no,15,apr,99,1,-1,0,no
32,married,secondary,162,yes,no,14,may,297,2,-1,0,no
35,married,secondary,243,yes,no,20,apr,41,3,-1,0,no
24,single,secondary,1847,no,no,9,dec,390,1,-1,0,no
58,married,primary,0,yes,no,29,may,535,2,-1,0,no
49,married,primary,3371,no,no,11,nov,269,2,-1,0,yes
45,single,secondary,1757,yes,no,20,apr,1010,3,326,1,no
55,married,tertiary,171,yes,no,8,aug,73,6,-1,0,no
42,married,tertiary,157,yes,yes,7,may,650,1,-1,0,no
28,married,secondary,934,yes,no,4,jul,53,2,-1,0,no
48,married,secondary,-19,no,yes,4,jul,270,1,-1,0,no
51,single,tertiary,-55,yes,no,18,aug,119,6,-1,0,no
38,married,primary,21,no,no,26,aug,634,2,-1,0,no
27,single,secondary,14,no,no,14,may,72,2,-1,0,no
50,single,secondary,246,yes,no,17,nov,270,1,123,2,no
44,married,primary,887,yes,no,12,may,165,2,363,1,no
40,married,tertiary,51,no,no,19,aug,164,2,-1,0,no
29,single,secondary,-287,yes,no,18,may,196,1,-1,0,no
34,married,secondary,0,yes,no,14,jul,78,4,-1,0,no
44,single,tertiary,2734,yes,no,12,may,897,4,-1,0,yes
50,married,tertiary,52,no,no,31,jul,22,8,-1,0,no
34,married,tertiary,2594,yes,no,21,nov,161,3,-1,0,no
